healpix_6,n_objetos
37357,169378
37358,153199
37359,137177
37360,197900
37361,139598
37362,130559
37363,96507
37364,127417
37365,86253
37366,61802
37367,58065
37368,100380
37369,62442
37370,126039
37371,82216
37372,47295
37373,71651
37374,90688
37375,158454
37376,10824
37377,11481
37378,11754
37379,12008
37380,11646
37381,11960
37382,11947
37383,11935
37384,13096
37385,12916
37386,19915
37387,13755
37388,12386
37389,11923
37390,12442
37391,12201
37392,11951
37393,13210
37394,12510
37395,13000
37396,13802
37397,15268
37398,14539
37399,15269
37400,12380
37401,12582
37402,12231
37403,12861
37404,13808
37405,15268
37406,13539
37407,14734
37408,35575
37409,20534
37410,50971
37411,34423
37412,13719
37413,12743
37414,16914
37415,12923
37416,61928
37417,46556
37418,66643
37419,56844
37420,19787
37421,13418
37422,25069
37423,14571
37424,12166
37425,12630
37426,12340
37427,11940
37428,13236
37429,13932
37430,12893
37431,13224
37432,12789
37433,12477
37434,12646
37435,12718
37436,13094
37437,14524
37438,13306
37439,14250
37440,15598
37441,18281
37442,16430
37443,17882
37444,19557
37445,21834
37446,19750
37447,22257
37448,16251
37449,17138
37450,16271
37451,16977
37452,18956
37453,21580
37454,19141
37455,21255
37456,25233
37457,27711
37458,24553
37459,26873
37460,31882
37461,35996
37462,30812
37463,35528
37464,24123
37465,26790
37466,23751
37467,26043
37468,30266
37469,33854
37470,29218
37471,33495
37472,15697
37473,17378
37474,15713
37475,17345
37476,18826
37477,20318
37478,18852
37479,20116
37480,15372
37481,16876
37482,15349
37483,16597
37484,18409
37485,20301
37486,18069
37487,19754
37488,22943
37489,25754
37490,22558
37491,25530
37492,29060
37493,32494
37494,28214
37495,31263
37496,22277
37497,24974
37498,22608
37499,24758
37500,26815
37501,30710
37502,28377
37503,31626
37504,78048
37505,63499
37506,78534
37507,62873
37508,30281
37509,15244
37510,34127
37511,16020
37512,78283
37513,70073
37514,86205
37515,81446
37516,36904
37517,15966
37518,35325
37519,16141
37520,12672
37521,12728
37522,12692
37523,12513
37524,13490
37525,14258
37526,13469
37527,14223
37528,13232
37529,12790
37530,12936
37531,12322
37532,13145
37533,14015
37534,12632
37535,13762
37536,104770
37537,91303
37538,122763
37539,75353
37540,29847
37541,15831
37542,25289
37543,15163
37544,127007
37545,59708
37546,107026
37547,43849
37548,22612
37549,14341
37550,20135
37551,13107
37552,12839
37553,12247
37554,12467
37555,12136
37556,12847
37557,13484
37558,12684
37559,13256
37560,12086
37561,12180
37562,11839
37563,11984
37564,12349
37565,13251
37566,12082
37567,13195
37568,15223
37569,15969
37570,14833
37571,16250
37572,17965
37573,19867
37574,17901
37575,19306
37576,14314
37577,16180
37578,14333
37579,15900
37580,17663
37581,19279
37582,17493
37583,19191
37584,21937
37585,24649
37586,21346
37587,25248
37588,28264
37589,32361
37590,28323
37591,32004
37592,22213
37593,25338
37594,22180
37595,24571
37596,27536
37597,31000
37598,26604
37599,30408
37600,14356
37601,14973
37602,14248
37603,15239
37604,16280
37605,18644
37606,15952
37607,18285
37608,14331
37609,14982
37610,14251
37611,14681
37612,15997
37613,18439
37614,16076
37615,19146
37616,21418
37617,22644
37618,21548
37619,23069
37620,26123
37621,29541
37622,26257
37623,28934
37624,21120
37625,22067
37626,21309
37627,23587
37628,24899
37629,29422
37630,26418
37631,29147
37632,40018
37633,44437
37634,38473
37635,43275
37636,52179
37637,59488
37638,49573
37639,60950
37640,38915
37641,43070
37642,37439
37643,42426
37644,49887
37645,61057
37646,50357
37647,61652
37648,71877
37649,86300
37650,73777
37651,90364
37652,109846
37653,132581
37654,109791
37655,131001
37656,74258
37657,91933
37658,76763
37659,90111
37660,110991
37661,133648
37662,109874
37663,126619
37664,36526
37665,42798
37666,36866
37667,42438
37668,50078
37669,61924
37670,48942
37671,62357
37672,35812
37673,42708
37674,37383
37675,43024
37676,49275
37677,62279
37678,52563
37679,62790
37680,74780
37681,88160
37682,71414
37683,87875
37684,109006
37685,128849
37686,107952
37687,129073
37688,73493
37689,88808
37690,73821
37691,87376
37692,105436
37693,132555
37694,107789
37695,127430
37696,146945
37697,152622
37698,142203
37699,154472
37700,166362
37701,180970
37702,155068
37703,165745
37704,140687
37705,134416
37706,139212
37707,163965
37708,104443
37709,128623
37710,168570
37711,136143
37712,147970
37713,124932
37714,136024
37715,126151
37716,140273
37717,202528
37718,121106
37719,145972
37720,138831
37721,140272
37722,110735
37723,124397
37724,138302
37725,106157
37726,134004
37727,95812
37728,140427
37729,166823
37730,151809
37731,169342
37732,198501
37733,173869
37734,202254
37735,189853
37736,158193
37737,170840
37738,153041
37739,164900
37740,184993
37741,167233
37742,156108
37743,107263
37744,136437
37745,162437
37746,148419
37747,156341
37748,103742
37749,93389
37750,91117
37751,120182
37752,119840
37753,132198
37754,75860
37755,101058
37756,86035
37757,74768
37758,69870
37759,45126
37760,36767
37761,43224
37762,35486
37763,41987
37764,51967
37765,62198
37766,50495
37767,61870
37768,35110
37769,40206
37770,34010
37771,38002
37772,47691
37773,59134
37774,42155
37775,48852
37776,75566
37777,89504
37778,73212
37779,87230
37780,109557
37781,128203
37782,103742
37783,123402
37784,69010
37785,77818
37786,59811
37787,76198
37788,94935
37789,103624
37790,83935
37791,98086
37792,31313
37793,34804
37794,30740
37795,34850
37796,44772
37797,57046
37798,46625
37799,54760
37800,32183
37801,38542
37802,32509
37803,36360
37804,46012
37805,47996
37806,41442
37807,45001
37808,70286
37809,65443
37810,60401
37811,53740
37812,83895
37813,92233
37814,73500
37815,83980
37816,54884
37817,48370
37818,56336
37819,66664
37820,66465
37821,88231
37822,69041
37823,85741
37824,139078
37825,105472
37826,115602
37827,103594
37828,83348
37829,49641
37830,75259
37831,37374
37832,72676
37833,92760
37834,91431
37835,86826
37836,92071
37837,39529
37838,76028
37839,51939
37840,50861
37841,51514
37842,33337
37843,33205
37844,28533
37845,38562
37846,15594
37847,36012
37848,20494
37849,23287
37850,26306
37851,31333
37852,22533
37853,37919
37854,46703
37855,50715
37856,73771
37857,67670
37858,85996
37859,80393
37860,77969
37861,59110
37862,108745
37863,108992
37864,96366
37865,112325
37866,115780
37867,120954
37868,135810
37869,121977
37870,120773
37871,86684
37872,26220
37873,36376
37874,49624
37875,31492
37876,50525
37877,64495
37878,33569
37879,64419
37880,52302
37881,32255
37882,61363
37883,34954
37884,10158
37885,49344
37886,21337
37887,31632
37888,316581
37889,224893
37890,226154
37891,183805
37892,309691
37893,291419
37894,236621
37895,253455
37896,135172
37897,142784
37898,109602
37899,84580
37900,125756
37901,192694
37902,165237
37903,340738
37904,366401
37905,428469
37906,349065
37907,334763
37908,315322
37909,336713
37910,330001
37911,305764
37912,381594
37913,387692
37914,448468
37915,369625
37916,369350
37917,292730
37918,268260
37919,259216
37920,141043
37921,149392
37922,236030
37923,266410
37924,244322
37925,367467
37926,277587
37927,303630
37928,369388
37929,319627
37930,337631
37931,277983
37932,310131
37933,289126
37934,259166
37935,206162
37936,373137
37937,317591
37938,312777
37939,276678
37940,275681
37941,236741
37942,229620
37943,182195
37944,274164
37945,252993
37946,214033
37947,224359
37948,212177
37949,165451
37950,187281
37951,163405
37952,271770
37953,244855
37954,230470
37955,208834
37956,217979
37957,193040
37958,192805
37959,170773
37960,221316
37961,207616
37962,220940
37963,189255
37964,175866
37965,143854
37966,146256
37967,123911
37968,154644
37969,143457
37970,130734
37971,115766
37972,123964
37973,104673
37974,105324
37975,93783
37976,121278
37977,106628
37978,113529
37979,97070
37980,96168
37981,82808
37982,82173
37983,72093
37984,194210
37985,150607
37986,144392
37987,132330
37988,118975
37989,116125
37990,124824
37991,108182
37992,144105
37993,127996
37994,140443
37995,111439
37996,107545
37997,90709
37998,94025
37999,78400
38000,97576
38001,82692
38002,92141
38003,77462
38004,72389
38005,64344
38006,66609
38007,58184
38008,74311
38009,65228
38010,64449
38011,58471
38012,59335
38013,54906
38014,52590
38015,49299
38016,149585
38017,161232
38018,122444
38019,149236
38020,224546
38021,263608
38022,194499
38023,202009
38024,153408
38025,117281
38026,103225
38027,103277
38028,153361
38029,160538
38030,139197
38031,178445
38032,221740
38033,176310
38034,188878
38035,169911
38036,164002
38037,138910
38038,148758
38039,113777
38040,165440
38041,158332
38042,169948
38043,153330
38044,133198
38045,106086
38046,125576
38047,93615
38048,93459
38049,108344
38050,77223
38051,135656
38052,172037
38053,193707
38054,172382
38055,170129
38056,108422
38057,154027
38058,170519
38059,155398
38060,166027
38061,158778
38062,154415
38063,127804
38064,162949
38065,133381
38066,136910
38067,118731
38068,114951
38069,91379
38070,103764
38071,89703
38072,137844
38073,121288
38074,130237
38075,113939
38076,98358
38077,82724
38078,94836
38079,82952
38080,106991
38081,91427
38082,96692
38083,77899
38084,76734
38085,70445
38086,65208
38087,63379
38088,86249
38089,72740
38090,74188
38091,63187
38092,63525
38093,57614
38094,59342
38095,54645
38096,60725
38097,53772
38098,55733
38099,50956
38100,51928
38101,46014
38102,46224
38103,42373
38104,51917
38105,47582
38106,50564
38107,46316
38108,42634
38109,39654
38110,40125
38111,36050
38112,75810
38113,58517
38114,72597
38115,59827
38116,57265
38117,52051
38118,56064
38119,48884
38120,68576
38121,59404
38122,72181
38123,59316
38124,52661
38125,46370
38126,50429
38127,44482
38128,48675
38129,43288
38130,44133
38131,40385
38132,36646
38133,33413
38134,36808
38135,31947
38136,42182
38137,37713
38138,40294
38139,36899
38140,35676
38141,31758
38142,33221
38143,29743
38144,93251
38145,82790
38146,82850
38147,73514
38148,72666
38149,62126
38150,63887
38151,56812
38152,72346
38153,65266
38154,65737
38155,59096
38156,58187
38157,51757
38158,51438
38159,44079
38160,57072
38161,50639
38162,51389
38163,45580
38164,45448
38165,40145
38166,39854
38167,35929
38168,45248
38169,39366
38170,40382
38171,35950
38172,36203
38173,32306
38174,33123
38175,30554
38176,60002
38177,51517
38178,54445
38179,49006
38180,47091
38181,40872
38182,43016
38183,36661
38184,48721
38185,44329
38186,45506
38187,39865
38188,38474
38189,33979
38190,35286
38191,30564
38192,35973
38193,32886
38194,32874
38195,29956
38196,29685
38197,28152
38198,27634
38199,26164
38200,30984
38201,28643
38202,28741
38203,26846
38204,26184
38205,24552
38206,24523
38207,22853
38208,35021
38209,32175
38210,32562
38211,29326
38212,28978
38213,25799
38214,27164
38215,23173
38216,29980
38217,27854
38218,28175
38219,25573
38220,25346
38221,23079
38222,23735
38223,21864
38224,23041
38225,22059
38226,20840
38227,19934
38228,20505
38229,18372
38230,18890
38231,17318
38232,20850
38233,18971
38234,20198
38235,18222
38236,17818
38237,16560
38238,16398
38239,15643
38240,26053
38241,24225
38242,24400
38243,22567
38244,22016
38245,20498
38246,20345
38247,18377
38248,22367
38249,20113
38250,20642
38251,18715
38252,18325
38253,17034
38254,17034
38255,16291
38256,18917
38257,17467
38258,17420
38259,16122
38260,15387
38261,14474
38262,15079
38263,13975
38264,16185
38265,14774
38266,15002
38267,14329
38268,14159
38269,13440
38270,13376
38271,12838
38272,41336
38273,36730
38274,38752
38275,34651
38276,32104
38277,28949
38278,29742
38279,26466
38280,36056
38281,30392
38282,32442
38283,26890
38284,26958
38285,23987
38286,24235
38287,23563
38288,27002
38289,24825
38290,24952
38291,23914
38292,22559
38293,20757
38294,21641
38295,18708
38296,23058
38297,21710
38298,22583
38299,20409
38300,19274
38301,17103
38302,18183
38303,16625
38304,28184
38305,27012
38306,29337
38307,27711
38308,25361
38309,23803
38310,24745
38311,22680
38312,28803
38313,26359
38314,27421
38315,24723
38316,23722
38317,21023
38318,21993
38319,20325
38320,22052
38321,19694
38322,20493
38323,18295
38324,17376
38325,16175
38326,16751
38327,15466
38328,19730
38329,17597
38330,18680
38331,17138
38332,15994
38333,15064
38334,15981
38335,15067
38336,19167
38337,16957
38338,17179
38339,15607
38340,15991
38341,15434
38342,14950
38343,13932
38344,16290
38345,14896
38346,15790
38347,14791
38348,13942
38349,13398
38350,13838
38351,13029
38352,14246
38353,13182
38354,13363
38355,12592
38356,12602
38357,12267
38358,12534
38359,12067
38360,12785
38361,12595
38362,12622
38363,12007
38364,11927
38365,11464
38366,11580
38367,11202
38368,14868
38369,14283
38370,14606
38371,13636
38372,13431
38373,12960
38374,13317
38375,12596
38376,14393
38377,13695
38378,13736
38379,12684
38380,12513
38381,11585
38382,11581
38383,11128
38384,11993
38385,11500
38386,11511
38387,10623
38388,11050
38389,10222
38390,10151
38391,9761
38392,10853
38393,10039
38394,10309
38395,9775
38396,9538
38397,9239
38398,9304
38399,8993
38400,170148
38401,170194
38402,125954
38403,158719
38404,124830
38405,128721
38406,128965
38407,122142
38408,161988
38409,149221
38410,144327
38411,132595
38412,138910
38413,124496
38414,131679
38415,114955
38416,122509
38417,104984
38418,105034
38419,90413
38420,89693
38421,78560
38422,83400
38423,73639
38424,92129
38425,84134
38426,90859
38427,83556
38428,79077
38429,68119
38430,73668
38431,63279
38432,128416
38433,124854
38434,112601
38435,94967
38436,109605
38437,112417
38438,95618
38439,94312
38440,84137
38441,100984
38442,59822
38443,84008
38444,95690
38445,77221
38446,88738
38447,58397
38448,88427
38449,77565
38450,83862
38451,80579
38452,71226
38453,57919
38454,68553
38455,54561
38456,83260
38457,75672
38458,76945
38459,67110
38460,60992
38461,51336
38462,54789
38463,43814
38464,63973
38465,91454
38466,58544
38467,52768
38468,47385
38469,43278
38470,45904
38471,41507
38472,55912
38473,50747
38474,55869
38475,49366
38476,45525
38477,39464
38478,42837
38479,37030
38480,38941
38481,35923
38482,37803
38483,33896
38484,31511
38485,28916
38486,30497
38487,27055
38488,35519
38489,31714
38490,33086
38491,29138
38492,27971
38493,25415
38494,26385
38495,24068
38496,50727
38497,44926
38498,46586
38499,40620
38500,39770
38501,35147
38502,36588
38503,33430
38504,39768
38505,35962
38506,37044
38507,35237
38508,34326
38509,32237
38510,31782
38511,30291
38512,31399
38513,27703
38514,30126
38515,27239
38516,25780
38517,23857
38518,25524
38519,23070
38520,29698
38521,26785
38522,28052
38523,25676
38524,24663
38525,22181
38526,23349
38527,20807
38528,49762
38529,52073
38530,50962
38531,58876
38532,61233
38533,69814
38534,51851
38535,54589
38536,65676
38537,68754
38538,77099
38539,67893
38540,46718
38541,56592
38542,37917
38543,63936
38544,68160
38545,54505
38546,56349
38547,49342
38548,48541
38549,40136
38550,45372
38551,39078
38552,60381
38553,49011
38554,63560
38555,49454
38556,44855
38557,36893
38558,41692
38559,34566
38560,75363
38561,48925
38562,68723
38563,69378
38564,56531
38565,68344
38566,69965
38567,62583
38568,66297
38569,69847
38570,58016
38571,64865
38572,61933
38573,57096
38574,58890
38575,62186
38576,62953
38577,51744
38578,57863
38579,50300
38580,42393
38581,37116
38582,45320
38583,39103
38584,55101
38585,50328
38586,53812
38587,48847
38588,44569
38589,39301
38590,43474
38591,37609
38592,38553
38593,35343
38594,37439
38595,34941
38596,31414
38597,28346
38598,30491
38599,27678
38600,35305
38601,33282
38602,34469
38603,31948
38604,30775
38605,26879
38606,29369
38607,25730
38608,26733
38609,24457
38610,26316
38611,23861
38612,22160
38613,19377
38614,20920
38615,18676
38616,24956
38617,22574
38618,23827
38619,21314
38620,20079
38621,18202
38622,20046
38623,18103
38624,34955
38625,31532
38626,35834
38627,31875
38628,28810
38629,25113
38630,27652
38631,24962
38632,34407
38633,29599
38634,33130
38635,29131
38636,27215
38637,24632
38638,26652
38639,24165
38640,22955
38641,20702
38642,22545
38643,20203
38644,19421
38645,17849
38646,18670
38647,16619
38648,22117
38649,19746
38650,21917
38651,19084
38652,18069
38653,16452
38654,17483
38655,16218
38656,25379
38657,23195
38658,24512
38659,22011
38660,20853
38661,19444
38662,20202
38663,18665
38664,23327
38665,21155
38666,22322
38667,20518
38668,19108
38669,17757
38670,18810
38671,16613
38672,17993
38673,16711
38674,17489
38675,15714
38676,15473
38677,13687
38678,14035
38679,12970
38680,16145
38681,14128
38682,15178
38683,13698
38684,13254
38685,12428
38686,12781
38687,12003
38688,21955
38689,19619
38690,21125
38691,17880
38692,17426
38693,15391
38694,15923
38695,14750
38696,19232
38697,16436
38698,17995
38699,16164
38700,15392
38701,14445
38702,14802
38703,13993
38704,14305
38705,13614
38706,13886
38707,13090
38708,12284
38709,11424
38710,11924
38711,11358
38712,13426
38713,12741
38714,13211
38715,12443
38716,11793
38717,11023
38718,11687
38719,10926
38720,12663
38721,11859
38722,12218
38723,11670
38724,11005
38725,10348
38726,10828
38727,10071
38728,11581
38729,11033
38730,11477
38731,10546
38732,10473
38733,9767
38734,10125
38735,9498
38736,9937
38737,9780
38738,9643
38739,9385
38740,9138
38741,8821
38742,9027
38743,8596
38744,9237
38745,8830
38746,9106
38747,8948
38748,8563
38749,8467
38750,8426
38751,8093
38752,10931
38753,10236
38754,10564
38755,10268
38756,9846
38757,9424
38758,9674
38759,9246
38760,10238
38761,10212
38762,10501
38763,9922
38764,9530
38765,8875
38766,9071
38767,8390
38768,9058
38769,8646
38770,8579
38771,8279
38772,8279
38773,7941
38774,7776
38775,7529
38776,8354
38777,8101
38778,8261
38779,7395
38780,7751
38781,7496
38782,7156
38783,6634
38784,18004
38785,15909
38786,17251
38787,15704
38788,14682
38789,13594
38790,14481
38791,13477
38792,16654
38793,15272
38794,16473
38795,14854
38796,14172
38797,13067
38798,13783
38799,12540
38800,12833
38801,12585
38802,12810
38803,12037
38804,11546
38805,10721
38806,10779
38807,9804
38808,12062
38809,11276
38810,11563
38811,10471
38812,10575
38813,9531
38814,10492
38815,9530
38816,16009
38817,14287
38818,15744
38819,14076
38820,13263
38821,11905
38822,12727
38823,11728
38824,15267
38825,13521
38826,14649
38827,13337
38828,12235
38829,11401
38830,12108
38831,11102
38832,11268
38833,10704
38834,10622
38835,10145
38836,10024
38837,9169
38838,9722
38839,9131
38840,10641
38841,10001
38842,10354
38843,10022
38844,9759
38845,9267
38846,10311
38847,9225
38848,9591
38849,8880
38850,9029
38851,8678
38852,8500
38853,8066
38854,8183
38855,7801
38856,9016
38857,8415
38858,8846
38859,8503
38860,7969
38861,7808
38862,7835
38863,7690
38864,7811
38865,7166
38866,7577
38867,7151
38868,7122
38869,6715
38870,6878
38871,6489
38872,7348
38873,7036
38874,7141
38875,6902
38876,6794
38877,6370
38878,6535
38879,6468
38880,8822
38881,8470
38882,8596
38883,8425
38884,7807
38885,7413
38886,8000
38887,7575
38888,8550
38889,8191
38890,8758
38891,8295
38892,8015
38893,7421
38894,7427
38895,6874
38896,7041
38897,6818
38898,7238
38899,6948
38900,6300
38901,6412
38902,6743
38903,6193
38904,6978
38905,6348
38906,6475
38907,6309
38908,6133
38909,5792
38910,5845
38911,5866
38912,80137
38913,32406
38914,58425
38915,24181
38916,16407
38917,11879
38918,13544
38919,11349
38920,38640
38921,17633
38922,29165
38923,13899
38924,11386
38925,10748
38926,10447
38927,10211
38928,11192
38929,11548
38930,10850
38931,11068
38932,12130
38933,13059
38934,11965
38935,13109
38936,10819
38937,11048
38938,10443
38939,10988
38940,12139
38941,13046
38942,11670
38943,13218
38944,18972
38945,11272
38946,12515
38947,9883
38948,10041
38949,10266
38950,9916
38951,9989
38952,9878
38953,9384
38954,9139
38955,9033
38956,9638
38957,9601
38958,9262
38959,9108
38960,10555
38961,10647
38962,10382
38963,10952
38964,11947
38965,13159
38966,11614
38967,13138
38968,10096
38969,10939
38970,10125
38971,11191
38972,11851
38973,13567
38974,12082
38975,13413
38976,14143
38977,15528
38978,13971
38979,15711
38980,16805
38981,19168
38982,17150
38983,19401
38984,14160
38985,15203
38986,14196
38987,15654
38988,17219
38989,19304
38990,16894
38991,19389
38992,21555
38993,24105
38994,21538
38995,23847
38996,27075
38997,28853
38998,26698
38999,28531
39000,21762
39001,24639
39002,21489
39003,23647
39004,26737
39005,29522
39006,26102
39007,29114
39008,14217
39009,15538
39010,14290
39011,15221
39012,17151
39013,18894
39014,17007
39015,18949
39016,14403
39017,15181
39018,14368
39019,15626
39020,17029
39021,18834
39022,16872
39023,18977
39024,21260
39025,23431
39026,20906
39027,22845
39028,25980
39029,28568
39030,26042
39031,29024
39032,21717
39033,23529
39034,21458
39035,23777
39036,27386
39037,29211
39038,26256
39039,29033
39040,8639
39041,8919
39042,8255
39043,8810
39044,9005
39045,9178
39046,9119
39047,9318
39048,7992
39049,8476
39050,7846
39051,8395
39052,8984
39053,9193
39054,9044
39055,9194
39056,10157
39057,10754
39058,9796
39059,10761
39060,11755
39061,12945
39062,11793
39063,12890
39064,9779
39065,11005
39066,9888
39067,10981
39068,12059
39069,12967
39070,12192
39071,12954
39072,7888
39073,8411
39074,7665
39075,8098
39076,8506
39077,9303
39078,8542
39079,9504
39080,7719
39081,8331
39082,7625
39083,8108
39084,8788
39085,9448
39086,8637
39087,9584
39088,10286
39089,11053
39090,10217
39091,11164
39092,12201
39093,13153
39094,12075
39095,13261
39096,10388
39097,12327
39098,10621
39099,11323
39100,13704
39101,13286
39102,12431
39103,13294
39104,13913
39105,15261
39106,14081
39107,15802
39108,16998
39109,18641
39110,17150
39111,19368
39112,14513
39113,15821
39114,14389
39115,15922
39116,17369
39117,19469
39118,17886
39119,19413
39120,20977
39121,23430
39122,21117
39123,23097
39124,26801
39125,32173
39126,27414
39127,32766
39128,21506
39129,23148
39130,22114
39131,25279
39132,25973
39133,33618
39134,26910
39135,34115
39136,14516
39137,16326
39138,14723
39139,16332
39140,17819
39141,19656
39142,18350
39143,19906
39144,14784
39145,16455
39146,14566
39147,16393
39148,18301
39149,19642
39150,18147
39151,20294
39152,22237
39153,24890
39154,22443
39155,26067
39156,29316
39157,34822
39158,29107
39159,35452
39160,23053
39161,26537
39162,23729
39163,26849
39164,28816
39165,33562
39166,30488
39167,34726
39168,31229
39169,34040
39170,31926
39171,31658
39172,38534
39173,46169
39174,37116
39175,52292
39176,30424
39177,34533
39178,33547
39179,40372
39180,43989
39181,60160
39182,50042
39183,63107
39184,42744
39185,52677
39186,55226
39187,61591
39188,61786
39189,109670
39190,77864
39191,111554
39192,66581
39193,71943
39194,68901
39195,72165
39196,80908
39197,99785
39198,87791
39199,89961
39200,33002
39201,44662
39202,37243
39203,45257
39204,53928
39205,62045
39206,53577
39207,62549
39208,38076
39209,45344
39210,38982
39211,44374
39212,53089
39213,65614
39214,54885
39215,67190
39216,68302
39217,77150
39218,71312
39219,77069
39220,85442
39221,82063
39222,82443
39223,79091
39224,70532
39225,83346
39226,73920
39227,90092
39228,76668
39229,82860
39230,91949
39231,78412
39232,127383
39233,119141
39234,105335
39235,83764
39236,96076
39237,72053
39238,86470
39239,64521
39240,81435
39241,86070
39242,59522
39243,51219
39244,89404
39245,60238
39246,44961
39247,46528
39248,40437
39249,36509
39250,29998
39251,31221
39252,37685
39253,50513
39254,45321
39255,52580
39256,23201
39257,24358
39258,23445
39259,20961
39260,33673
39261,51439
39262,37561
39263,57416
39264,73341
39265,52206
39266,58907
39267,45154
39268,57914
39269,55929
39270,70554
39271,64309
39272,64095
39273,42840
39274,42358
39275,51423
39276,61088
39277,52541
39278,47997
39279,64825
39280,28137
39281,30835
39282,41465
39283,32215
39284,49746
39285,65706
39286,76260
39287,81938
39288,51060
39289,47663
39290,59385
39291,64589
39292,81030
39293,80629
39294,88795
39295,82729
39296,38647
39297,42899
39298,39583
39299,45733
39300,57125
39301,70537
39302,58326
39303,69991
39304,38171
39305,42737
39306,38966
39307,45663
39308,56493
39309,66494
39310,55872
39311,68043
39312,78298
39313,92943
39314,77935
39315,86135
39316,92777
39317,62981
39318,84900
39319,72782
39320,69968
39321,67678
39322,68705
39323,68442
39324,70466
39325,81655
39326,73635
39327,71277
39328,40164
39329,47193
39330,35324
39331,44115
39332,56736
39333,64965
39334,55250
39335,61585
39336,35062
39337,42545
39338,36654
39339,38868
39340,53966
39341,52560
39342,42074
39343,51157
39344,66258
39345,76148
39346,63148
39347,69212
39348,79769
39349,82359
39350,78009
39351,73811
39352,60121
39353,69528
39354,59956
39355,68224
39356,75106
39357,57699
39358,73135
39359,60571
39360,43223
39361,32551
39362,63157
39363,48450
39364,58900
39365,74383
39366,63964
39367,88338
39368,70208
39369,54669
39370,71268
39371,74622
39372,78721
39373,89155
39374,92637
39375,68052
39376,74326
39377,88038
39378,98454
39379,88236
39380,83111
39381,83178
39382,80633
39383,77491
39384,86045
39385,88351
39386,67432
39387,86865
39388,85854
39389,80114
39390,90554
39391,86289
39392,73367
39393,83300
39394,73939
39395,77158
39396,83346
39397,69580
39398,57833
39399,87659
39400,47292
39401,47083
39402,50429
39403,55489
39404,70090
39405,88905
39406,82874
39407,84790
39408,92571
39409,104757
39410,105145
39411,104145
39412,93560
39413,89638
39414,96198
39415,89304
39416,92897
39417,94051
39418,85864
39419,81382
39420,93762
39421,84234
39422,89742
39423,84478
39424,7555
39425,8119
39426,7697
39427,8067
39428,8852
39429,9366
39430,8726
39431,9345
39432,7628
39433,8052
39434,7613
39435,8055
39436,8823
39437,9548
39438,8693
39439,9575
39440,10376
39441,11298
39442,10369
39443,11311
39444,11883
39445,13251
39446,12335
39447,13168
39448,10293
39449,11125
39450,10446
39451,11232
39452,11743
39453,13067
39454,12177
39455,13377
39456,7866
39457,8305
39458,7822
39459,8198
39460,8705
39461,9566
39462,8853
39463,9467
39464,7671
39465,8196
39466,7655
39467,8389
39468,8941
39469,9651
39470,8786
39471,9723
39472,10383
39473,11426
39474,10410
39475,11570
39476,12556
39477,13462
39478,12559
39479,13695
39480,10339
39481,11417
39482,10552
39483,11598
39484,12801
39485,13798
39486,12573
39487,13724
39488,14905
39489,16568
39490,14885
39491,16602
39492,18502
39493,20917
39494,18551
39495,21069
39496,14771
39497,16769
39498,15259
39499,16729
39500,18583
39501,21064
39502,18729
39503,21241
39504,23363
39505,27375
39506,23664
39507,27704
39508,31041
39509,33964
39510,31246
39511,32575
39512,23637
39513,28040
39514,24392
39515,26382
39516,29591
39517,33121
39518,28470
39519,29766
39520,15355
39521,17015
39522,15123
39523,16896
39524,19108
39525,21638
39526,18911
39527,20950
39528,15311
39529,17136
39530,14898
39531,16805
39532,18134
39533,19704
39534,18041
39535,19788
39536,23004
39537,25559
39538,22349
39539,24965
39540,26892
39541,29512
39542,27568
39543,27922
39544,21898
39545,24827
39546,21051
39547,22807
39548,27035
39549,27139
39550,24922
39551,23028
39552,7690
39553,8111
39554,7719
39555,8398
39556,9142
39557,9724
39558,9318
39559,9936
39560,7619
39561,8156
39562,7849
39563,8246
39564,9201
39565,9947
39566,9014
39567,10100
39568,10519
39569,11435
39570,10762
39571,11471
39572,12694
39573,13590
39574,12594
39575,13539
39576,10670
39577,11640
39578,10730
39579,11607
39580,12479
39581,13341
39582,11783
39583,13016
39584,7680
39585,8357
39586,7740
39587,8484
39588,9089
39589,9869
39590,8924
39591,9566
39592,7878
39593,8412
39594,7834
39595,8295
39596,8455
39597,9124
39598,8644
39599,9062
39600,10236
39601,10762
39602,9960
39603,10440
39604,11421
39605,12123
39606,10895
39607,11892
39608,9752
39609,10239
39610,9476
39611,9966
39612,10848
39613,11673
39614,10710
39615,11739
39616,14687
39617,16294
39618,14651
39619,16062
39620,17676
39621,18663
39622,16986
39623,18155
39624,14268
39625,15600
39626,13999
39627,14734
39628,16468
39629,17669
39630,15272
39631,16978
39632,20520
39633,21840
39634,18968
39635,21121
39636,24440
39637,27847
39638,23080
39639,27131
39640,18821
39641,20592
39642,23295
39643,20206
39644,22277
39645,25309
39646,21936
39647,24282
39648,13161
39649,13929
39650,12882
39651,13716
39652,15351
39653,16708
39654,15187
39655,16000
39656,12541
39657,13443
39658,12306
39659,13389
39660,14469
39661,15738
39662,14143
39663,15137
39664,18779
39665,20065
39666,18097
39667,20059
39668,21664
39669,23636
39670,21629
39671,23401
39672,17605
39673,19668
39674,17176
39675,18581
39676,21339
39677,23845
39678,20353
39679,22721
39680,36238
39681,40238
39682,36387
39683,39414
39684,45892
39685,55227
39686,46601
39687,53612
